Brand/Company Name,Audience Segment,Audience List Type,Impressions,Clicks,Total Conversions,Gross Cost,Net Cost
Choose your advertiser name,Domestic_Movie_The Bad Guys_Google_Youtube_GM All Videos,First Party,1493,0,0,2.246741,0.721203861
Choose your advertiser name,"Don't Worry, He Won't Get Far on Foot Trailer #1 | Movieclips Trailers",First Party,16,0,0,0.021342,0.006850782
Choose your advertiser name,Downton Abbey - All Trailers,First Party,126,0,0,0.210343,0.067520103
Choose your advertiser name,Downton Abbey - All Trailers,First Party,99,1,0,0.17879,0.05739159
Choose your advertiser name,Downton Abbey - All Trailers,First Party,8,0,0,0.011499,0.003691179
Choose your advertiser name,Downton Abbey - All Videos,First Party,107,1,0,0.176173,0.056551533
Choose your advertiser name,Downton Abbey - Teaser 1,First Party,3,0,0,0.003394,0.001089474
Choose your advertiser name,Downton Abbey 2 - Video Remarketing (11/15),First Party,283,0,0,0.450321,0.144553041
Choose your advertiser name,Downton Abbey: A New Era - All Videos (6/8/22),First Party,7784,5,0,13.70501,4.39930821
Choose your advertiser name,Draft Day (2014) - Trailers,First Party,16,0,0,0.031893,0.010237653
Choose your advertiser name,Dragged Across Concrete Trailer #1 (2019) | Movieclips Trailers,First Party,7,0,0,0.009469,0.003039549
Choose your advertiser name,Drunk Parents Trailer #1 (2019) | Movieclips Trailers,First Party,2,0,0,0.001428,0.000458388
Choose your advertiser name,EBI_5 Star Segment,First Party,68412,13,0,112.524842,36.12047428
Choose your advertiser name,EC Tag for 14 Day ECSCA,First Party,556151,121,0,900.669723,289.1149811
Choose your advertiser name,ECHSDAll- AAM 32017,First Party,434420,130,0,780.051715,250.3966005
Choose your advertiser name,Edge of Tomorrow (2014) - Trailers,First Party,6,0,0,0.008398,0.002695758
Choose your advertiser name,Elysium (2013) - Trailers,First Party,1,0,0,0.001075,0.000345075
Choose your advertiser name,Emma All Video Remarketing - 3/5/20,First Party,54,0,0,0.116717,0.037466157
Choose your advertiser name,Emma Teaser Remarketing - 11/21/19,First Party,53,0,0,0.138517,0.044463957
Choose your advertiser name,Ender's Game (2013) - Trailers,First Party,106,0,0,0.158623,0.050917983
Choose your advertiser name,Entebbe - All Videos,First Party,18,0,0,0.019338,0.006207498
Choose your advertiser name,Entebbe - Trailer,First Party,11,0,0,0.02157,0.00692397
Choose your advertiser name,Essence - Cats - INTL Trailer - All Views,First Party,29,0,0,0.068308,0.021926868
Choose your advertiser name,Essence - Cats - INTL Trailer - All Views v2,First Party,26,0,0,0.043117,0.013840557
Choose your advertiser name,Essence - Fast & Furious Channel - Any Video Viewers,First Party,53475,37,0,94.486346,30.33011707
Choose your advertiser name,Essence - Fast & Furious Channel - Channel Subscribers,First Party,169,0,0,0.366396,0.117613116
Choose your advertiser name,Essence - Fast Saga - Subscribers,First Party,533,0,0,1.301321,0.417724041
Choose your advertiser name,Essence - Mamma Mia - UK - All Trailers - All Views,First Party,9,0,0,0.011268,0.003617028
Choose your advertiser name,Essence - Mamma Mia HWGA - AU - Trailer 1 - All Views,First Party,86,0,0,0.131595,0.042241995
Choose your advertiser name,Essence - Mamma Mia HWGA - INTL Trailer - All Views,First Party,8,0,0,0.012497,0.004011537
Choose your advertiser name,Everest Trailer #1 - Movieclips Trailers,First Party,3,0,0,0.003437,0.001103277
Choose your advertiser name,Every Body - EVB - Main Campaign Remarketing,First Party,421,0,0,0.690933,0.221789493
Choose your advertiser name,Everybody Knows - All Videos (updated 2.7.19),First Party,10,0,0,0.014948,0.004798308
Choose your advertiser name,Everybody Knows - Trailer 1 - ENG & SPA trailers - 11.15.18,First Party,8,0,0,0.014399,0.004622079
Choose your advertiser name,Everybody Knows - Trailer 1 (2:11) - ENG - 11.15.18,First Party,10,0,0,0.021558,0.006920118
Choose your advertiser name,Existing_Subscribers_Video,First Party,1757506,512,0,3015.033229,967.8256665
Choose your advertiser name,"Extremely Wicked, Shockingly Evil and Vile Trailer #1 (2019) | Movieclips Trailers",First Party,3,0,0,0.011776,0.003780096
Choose your advertiser name,"Extremely Wicked, Shockingly Evil and Vile Trailer #2 (2019) | Movieclips Trailers",First Party,7,0,0,0.010048,0.003225408
Choose your advertiser name,Form_Submission_Page,First Party,51162,25,154,1698.547802,545.2338444
Choose your advertiser name,Form_Viewers (14198689),First Party,1934,32,0,40.77301,13.08813621
Choose your advertiser name,Forms_Success,First Party,6892,8,0,96.349248,30.92810861
Choose your advertiser name,Greta - All Videos (Updated 2.28),First Party,40,0,0,0.090083,0.028916643
Choose your advertiser name,Greta - Table Flip Video (Real Housewives),First Party,1,0,0,0.00172,0.00055212
Choose your advertiser name,Half Brothers - All Videos Viewers,First Party,73,0,0,0.152637,0.048996477
Choose your advertiser name,Half Brothers - Trailer 1 Viewers,First Party,69,0,0,0.137988,0.044294148
Choose your advertiser name,Harriet - All Video Remarketing (Updated 11.1),First Party,119,0,0,0.231597,0.074342637
Choose your advertiser name,Harriet - Trailer Remarketing,First Party,127,0,0,0.27202,0.08731842
Choose your advertiser name,Homepage_Site-Visit,First Party,371,0,0,0.644093,0.206753853
Choose your advertiser name,Honk for Jesus - All Videos (updated 7/7),First Party,6096,5,0,11.07443,3.55489203
Choose your advertiser name,Honk for Jesus - Trailer (7/7),First Party,6300,5,0,11.713447,3.760016487
Choose your advertiser name,IC3 - Opening Week - HELP ME (Fri),First Party,1,0,0,0.005793,0.001859553
Choose your advertiser name,In Market for Business Internet,First Party,5937570,2325,146,10558.51901,3389.284603
Choose your advertiser name,In-Market Categories » Apparel & Accessories,Custom Audience,1497287,361,31,2307.738846,740.7841696
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Activewear,Custom Audience,7339178,1051,233,11491.55119,3688.787933
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Backpacks,Custom Audience,1113320,416,24,2059.809934,661.1989888
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Costumes,Custom Audience,1085709,319,26,1646.606417,528.5606599
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Eyewear,Custom Audience,30643,17,1,51.771625,16.61869163
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Eyewear » Sunglasses,Custom Audience,72457,22,2,140.117021,44.97756374
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Formal Wear,Custom Audience,6388181,1508,175,10000.94998,3210.304943
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Formal Wear » Bridal Wear,Custom Audience,1826748,362,54,2495.632092,801.0979015
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Formal Wear » Suits & Business Attire,Custom Audience,856698,161,14,1235.583066,396.6221642
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Handbags,Custom Audience,6041899,1769,175,11173.0816,3586.559193
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Hats,Custom Audience,205401,68,1,360.218168,115.6300319
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Jewelry & Watches,Custom Audience,120047,41,2,182.100522,58.45426756
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Jewelry & Watches » Fine Jewelry,Custom Audience,7716454,2187,251,12762.54421,4096.77669
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Jewelry & Watches » Fine Jewelry » Necklaces,Custom Audience,1933094,719,43,3733.739757,1198.530462
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Jewelry & Watches » Watches,Custom Audience,6416694,1965,220,11252.10658,3611.926211
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Jewelry & Watches » Wedding & Engagement Rings,Custom Audience,1540374,733,39,3157.84437,1013.668043
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Lingerie,Custom Audience,899437,197,20,1450.934561,465.7499941
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Luggage,Custom Audience,1518701,352,36,2356.175215,756.332244
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Men's Apparel,Custom Audience,17834635,3608,499,25783.08394,8276.369946
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Outerwear,Custom Audience,3091575,487,78,4273.259421,1371.716274
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Pants,Custom Audience,4899944,925,130,6592.633216,2116.235262
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Shirts & Tops,Custom Audience,31219555,10812,899,55971.63756,17966.89566
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Shoes,Custom Audience,4671374,1412,152,7387.832519,2371.494239
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Shoes » Athletic Shoes,Custom Audience,23935596,6899,641,43096.92803,13834.1139
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Shoes » Boots,Custom Audience,4251565,609,128,5875.980638,1886.189785
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Shoes » Dress Shoes,Custom Audience,15636137,4481,479,27605.7163,8861.434931
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Socks,Custom Audience,449461,96,9,537.148201,172.4245725
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Swimwear,Custom Audience,5142847,1668,141,7918.423572,2541.813967
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Underwear,Custom Audience,529715,132,7,825.627269,265.0263533
Choose your advertiser name,"In-Market Categories » Apparel & Accessories » Wallets, Briefcases & Leather Goods",Custom Audience,1299026,317,36,2057.784164,660.5487166
Choose your advertiser name,In-Market Categories » Apparel & Accessories » Women's Apparel,Custom Audience,30630350,7504,777,47891.10138,15373.04354
Choose your advertiser name,In-Market Categories » Arts & Crafts Supplies,Custom Audience,1138186,236,35,1811.722796,581.5630175
Choose your advertiser name,In-Market Categories » Autos & Vehicles,Custom Audience,218678,65,4,350.958603,112.6577116
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Auto Parts & Accessories,Custom Audience,3662864,777,98,5654.805147,1815.192452
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Auto Parts & Accessories » Auto Exterior Parts & Accessories,Custom Audience,5505336,1403,262,10055.6373,3227.859572
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Auto Parts & Accessories » Auto Interior Parts & Accessories,Custom Audience,1870744,421,103,3383.536006,1086.115058
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Auto Parts & Accessories » Automotive Electronic Components,Custom Audience,2381812,517,111,4616.047738,1481.751324
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Auto Parts & Accessories » Car Batteries,Custom Audience,537195,124,7,867.212366,278.3751695
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Auto Parts & Accessories » Car Brakes,Custom Audience,392125,83,9,669.026799,214.7576025
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Auto Parts & Accessories » Engine & Transmission,Custom Audience,12824980,3918,500,23308.21473,7481.93693
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Auto Parts & Accessories » High Performance & Aftermarket Auto Parts,Custom Audience,1068732,198,45,1975.137562,634.0191574
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Auto Parts & Accessories » Wheels & Tires,Custom Audience,7525954,2282,278,13518.19978,4339.342129
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Auto Repair & Maintenance,Custom Audience,12987300,4400,402,22155.04058,7111.768025
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Auto Repair & Maintenance » Brake Service & Repair,Custom Audience,496321,137,14,787.725924,252.8600216
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Auto Repair & Maintenance » Collision & Auto Body Repair,Custom Audience,165278,34,6,259.514108,83.30402867
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Auto Repair & Maintenance » Glass Repair & Replacement,Custom Audience,168180,47,10,312.06858,100.1740142
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Auto Repair & Maintenance » Oil Changes,Custom Audience,890944,243,21,1541.820038,494.9242322
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Auto Repair & Maintenance » Transmission Repair,Custom Audience,752513,166,49,1582.077521,507.8468842
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles,Custom Audience,3174077,1009,61,4521.813279,1451.502063
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles (New),Custom Audience,11103994,2602,363,19653.7331,6308.848325
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles (Used),Custom Audience,20984803,5628,665,38717.75307,12428.39874
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand,Custom Audience,72981,17,2,110.845808,35.58150437
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Acura,Custom Audience,513310,194,23,952.912432,305.8848907
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Alfa Romeo,Custom Audience,768316,118,9,963.865062,309.4006849
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Audi,Custom Audience,852171,154,40,1736.648883,557.4642914
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » BMW,Custom Audience,2617603,582,109,4996.937922,1604.017073
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Buick,Custom Audience,1253480,281,21,1905.930357,611.8036446
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Cadillac,Custom Audience,998040,256,31,1679.26177,539.0430282
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Chevrolet,Custom Audience,5830220,1366,261,10869.25888,3489.032101
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Chrysler,Custom Audience,462980,103,6,825.52546,264.9936727
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Citroën,Custom Audience,178419,29,7,311.633493,100.0343513
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Dodge,Custom Audience,1712694,440,53,3211.493873,1030.889533
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Fiat,Custom Audience,549689,111,10,895.452279,287.4401816
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Ford,Custom Audience,6329757,1554,220,11898.55279,3819.435444
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » GMC,Custom Audience,1697728,469,51,3014.272125,967.5813521
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Honda,Custom Audience,3199658,774,146,6240.589775,2003.229318
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Hyundai,Custom Audience,3204221,862,128,6685.694152,2146.107823
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Infiniti,Custom Audience,300804,78,20,518.300984,166.3746159
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Isuzu,Custom Audience,621476,113,11,797.885993,256.1214038
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Jaguar,Custom Audience,142426,28,3,228.468549,73.33840423
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Jeep,Custom Audience,1519846,346,41,2924.947327,938.908092
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Kia,Custom Audience,1201536,238,55,2467.40167,792.0359361
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Land Rover,Custom Audience,1027266,328,33,1748.758777,561.3515674
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Lexus,Custom Audience,1584277,268,65,2769.092798,888.8787882
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Lincoln,Custom Audience,290895,79,4,499.563418,160.3598572
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Maserati,Custom Audience,79301,18,3,142.655762,45.7924996
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Mazda,Custom Audience,955768,248,28,1936.47481,621.608414
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Mercedes-Benz,Custom Audience,2562897,652,150,5092.785483,1634.78414
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Mini,Custom Audience,255874,49,9,413.605634,132.7674085
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Mitsubishi,Custom Audience,628307,137,27,1401.147267,449.7682727
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Nissan,Custom Audience,2491036,727,108,4783.521882,1535.510524
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Peugeot,Custom Audience,246729,61,6,452.771105,145.3395247
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Porsche,Custom Audience,636827,103,33,1229.006294,394.5110204
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Ram Trucks,Custom Audience,2080114,1542,41,4578.374332,1469.658161
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Renault,Custom Audience,606187,126,7,854.609791,274.3297429
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Scion,Custom Audience,112244,21,1,178.999989,57.45899647
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » SEAT,Custom Audience,81808,17,0,156.217944,50.14596002
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Subaru,Custom Audience,708160,135,16,1438.24042,461.6751748
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Suzuki,Custom Audience,838428,249,30,1324.744019,425.2428301
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Tesla Motors,Custom Audience,1080151,175,22,1492.6715,479.1475515
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Toyota,Custom Audience,6242731,1716,281,12607.57345,4047.031077
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Vauxhall-Opel,Custom Audience,159258,34,4,287.419773,92.26174713
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Volkswagen,Custom Audience,1840346,368,107,3867.401813,1241.435982
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Brand » Volvo,Custom Audience,355006,83,29,718.779664,230.7282721
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type,Custom Audience,75435,19,2,118.60014,38.07064494
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Classic Vehicles,Custom Audience,7553324,1626,195,12364.23542,3968.91957
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Compact Cars,Custom Audience,455348,86,13,869.546525,279.1244345
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Compact Cars » Compact Cars (New),Custom Audience,622865,102,35,1602.42984,514.3799786
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Compact Cars » Compact Cars (Used),Custom Audience,1182053,618,30,2780.989479,892.6976228
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Convertibles,Custom Audience,106920,15,1,181.44073,58.24247433
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Convertibles » Convertibles (New),Custom Audience,107938,18,0,187.1496,60.0750216
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Convertibles » Convertibles (Used),Custom Audience,321158,89,5,592.635019,190.2358411
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Coupes,Custom Audience,587269,106,12,1023.16931,328.4373485
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Coupes » Coupes (New),Custom Audience,153705,25,19,270.856727,86.94500937
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Coupes » Coupes (Used),Custom Audience,342327,59,18,631.50265,202.7123507
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Crossovers,Custom Audience,909579,172,57,2008.12849,644.6092453
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Crossovers » Crossovers (New),Custom Audience,435252,95,18,655.657106,210.465931
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Crossovers » Crossovers (Used),Custom Audience,688708,239,17,1530.052401,491.1468207
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Diesel Vehicles,Custom Audience,483650,72,16,778.692966,249.9604421
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Diesel Vehicles » Diesel Vehicles (New),Custom Audience,69920,17,1,110.72442,35.54253882
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Diesel Vehicles » Diesel Vehicles (Used),Custom Audience,191237,45,4,327.54701,105.1425902
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Hatchbacks,Custom Audience,1174806,179,70,3003.777426,964.2125537
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Hatchbacks » Hatchbacks (New),Custom Audience,886571,449,18,1951.091568,626.3003933
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Hatchbacks » Hatchbacks (Used),Custom Audience,684639,150,18,1760.756862,565.2029527
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Hybrid & Alternative Vehicles,Custom Audience,858816,200,24,1475.757724,473.7182294
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Hybrid & Alternative Vehicles » Hybrid & Alternative Vehicles (New),Custom Audience,3075087,678,143,5419.965843,1739.809036
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Hybrid & Alternative Vehicles » Hybrid & Alternative Vehicles (Used),Custom Audience,2451178,626,101,4388.321736,1408.651277
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Luxury Vehicles,Custom Audience,2315337,506,78,3877.405256,1244.647087
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Luxury Vehicles » Luxury Vehicles (New),Custom Audience,1764124,419,54,2982.715991,957.4518331
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Luxury Vehicles » Luxury Vehicles (Used),Custom Audience,5705079,2479,245,12728.38307,4085.810966
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Microcars & Subcompacts,Custom Audience,574283,113,34,1222.748984,392.5024239
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Microcars & Subcompacts » Microcars & Subcompacts (New),Custom Audience,124871,28,2,223.718335,71.81358554
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Microcars & Subcompacts » Microcars & Subcompacts (Used),Custom Audience,259587,49,5,470.878743,151.1520765
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Motorcycles,Custom Audience,2846810,706,119,5399.504251,1733.240865
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Motorcycles » Motorcycles (New),Custom Audience,1481482,443,39,2222.289057,713.3547873
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Motorcycles » Motorcycles (Used),Custom Audience,2404814,490,84,5054.690033,1622.555501
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Off-Road Vehicles,Custom Audience,763321,184,17,1540.572523,494.5237799
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Off-Road Vehicles » Off-Road Vehicles (New),Custom Audience,209753,49,10,340.720095,109.3711505
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Off-Road Vehicles » Off-Road Vehicles (Used),Custom Audience,941878,224,33,1606.243189,515.6040637
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Pickup Trucks,Custom Audience,2647653,1148,60,4938.162427,1585.150139
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Pickup Trucks » Pickup Trucks (New),Custom Audience,2431542,1106,63,4968.886871,1595.012686
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Pickup Trucks » Pickup Trucks (Used),Custom Audience,5204441,1456,166,9146.267762,2935.951952
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Scooters & Mopeds,Custom Audience,720762,124,50,1309.956806,420.4961347
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Scooters & Mopeds » Scooters & Mopeds (New),Custom Audience,112338,22,0,183.850564,59.01603104
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Scooters & Mopeds » Scooters & Mopeds (Used),Custom Audience,213104,64,4,399.076222,128.1034673
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Sedans,Custom Audience,1786451,443,76,3201.754209,1027.763101
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Sedans » Sedans (New),Custom Audience,700748,152,41,1467.186919,470.967001
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Sedans » Sedans (Used),Custom Audience,4040918,733,188,8421.460885,2703.288944
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Sports Cars,Custom Audience,1094834,224,33,1879.809353,603.4188023
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Sports Cars » Sports Cars (New),Custom Audience,1321233,364,50,2089.957532,670.8763678
Choose your advertiser name,In-Market Categories » Autos & Vehicles » Motor Vehicles » Motor Vehicles by Type » Sports Cars » Sports Cars (Used),Custom Audience,2998616,713,80,4776.535445,1533.267878
